国家,确诊,治愈,死亡,日期
巴巴多斯,96,0,7,2020-06-12
不丹,62,0,0,2020-06-12
冈比亚,28,2,1,2020-06-12
柬埔寨,126,122,0,2020-06-12
伯利兹,20,0,2,2020-06-12
圣文森特和格林纳丁斯,27,0,0,2020-06-12
北马里亚纳群岛联邦,30,0,2,2020-06-12
库拉索岛,22,0,1,2020-06-12
新喀里多尼亚,21,0,0,2020-06-12
文莱,141,131,2,2020-06-12
新西兰,1154,1347,22,2020-06-12
中国,89908,84993,4684,2020-06-13
美国,2053606,547386,114784,2020-06-13
巴西,829902,396692,41901,2020-06-13
印度,37420,13776,2091,2020-06-13
英国,294375,539,41662,2020-06-13
俄罗斯,520129,274641,6829,2020-06-13
孟加拉国,84379,17827,1139,2020-06-13
秘鲁,220749,107133,6308,2020-06-13
墨西哥,139196,101767,16448,2020-06-13
西班牙,243605,150376,27136,2020-06-13
巴基斯坦,132405,40247,2551,2020-06-13
阿根廷,28764,6088,765,2020-06-13
埃及,41303,11108,1422,2020-06-13
沙特阿拉伯,123308,82548,932,2020-06-13
菲律宾,25392,5706,1074,2020-06-13
印度尼西亚,37420,13776,2091,2020-06-13
荷兰,48251,11808,6044,2020-06-13
伊拉克,17770,6868,496,2020-06-13
加拿大,97943,58523,8049,2020-06-13
乌克兰,29753,12054,870,2020-06-13
哈萨克斯坦,16087,8345,67,2020-06-13
危地马拉,8221,0,316,2020-06-13
以色列,18876,15319,300,2020-06-13
伊朗,184955,146748,8730,2020-06-13
阿曼,22077,7530,99,2020-06-13
尼日利亚,15181,4891,399,2020-06-13
土耳其,175218,149102,4778,2020-06-13
阿富汗,23546,3928,446,2020-06-13
亚美尼亚,16004,6081,264,2020-06-13
罗马尼亚,21404,15445,1380,2020-06-13
科威特,35466,25882,289,2020-06-13
阿联酋,41990,26761,288,2020-06-13
阿塞拜疆,9570,5309,115,2020-06-13
波兰,28577,13805,1222,2020-06-13
白俄罗斯,51816,26643,293,2020-06-13
肯尼亚,3457,1221,100,2020-06-13
吉尔吉斯斯坦,2166,1630,26,2020-06-13
巴勒斯坦,667,377,5,2020-06-13
摩尔多瓦,10727,5240,375,2020-06-13
乌兹别克斯坦,4819,3532,19,2020-06-13
尼泊尔,5335,913,18,2020-06-13
萨尔瓦多,3373,0,64,2020-06-13
日本,17454,14406,927,2020-06-13
新加坡,40197,25877,25,2020-06-13
德国,186022,171900,8781,2020-06-13
捷克,9909,7214,329,2020-06-13
波黑,2901,2115,160,2020-06-13
保加利亚,3086,727,168,2020-06-13
苏丹,6879,2416,433,2020-06-13
巴林,16667,11109,34,2020-06-13
卢森堡,4052,3789,110,2020-06-13
加纳,11118,3979,48,2020-06-13
埃塞俄比亚,3166,495,55,2020-06-13
毛里塔尼亚,1572,278,81,2020-06-13
塞内加尔,4996,3228,60,2020-06-13
摩洛哥,8581,7600,212,2020-06-13
阿尔巴尼亚,1416,714,36,2020-06-13
瑞士,30962,28645,1674,2020-06-13
几内亚比绍,1460,153,15,2020-06-13
韩国,12051,10691,277,2020-06-13
利比亚,393,58,5,2020-06-13
立陶宛,1752,1049,74,2020-06-13
拉脱维亚,1094,464,26,2020-06-13
爱沙尼亚,1965,1275,69,2020-06-13
匈牙利,4064,2476,559,2020-06-13
塞浦路斯,975,504,26,2020-06-13
圣多美和普林西比,611,135,12,2020-06-13
安哥拉,118,40,5,2020-06-13
叙利亚,164,41,6,2020-06-13
芬兰,7064,5800,325,2020-06-13
斯洛文尼亚,1509,1335,109,2020-06-13
尼日尔,974,734,65,2020-06-13
格鲁吉亚,837,634,13,2020-06-13
圭亚那,917,27,12,2020-06-13
泰国,3129,2973,58,2020-06-13
美属维尔京群岛,72,0,6,2020-06-13
钻石公主号邮轮,712,574,13,2020-06-13
乌拉圭,847,698,23,2020-06-13
毛里求斯,337,322,10,2020-06-13
南非,61927,35008,1354,2020-06-13
哥伦比亚,46858,18715,1545,2020-06-13
瑞典,49684,4971,4854,2020-06-13
法国,156287,72572,29374,2020-06-13
厄瓜多尔,44440,4000,3720,2020-06-13
玻利维亚,15281,159,512,2020-06-13
比利时,59918,16498,9650,2020-06-13
巴拿马,19211,13759,421,2020-06-13
多米尼加,22008,11919,568,2020-06-13
洪都拉斯,7360,0,290,2020-06-13
智利,167355,44946,3101,2020-06-13
葡萄牙,36180,20995,1505,2020-06-13
意大利,236305,173085,34223,2020-06-13
波多黎各,5352,0,144,2020-06-13
塞尔维亚,13428,12260,283,2020-06-13
委内瑞拉,2738,0,23,2020-06-13
哥斯达黎加,1461,0,12,2020-06-13
法属圭亚那,917,0,2,2020-06-13
科特迪瓦,4404,2045,41,2020-06-13
海地,3796,0,58,2020-06-13
阿尔及利亚,10698,7322,751,2020-06-13
刚果（金）,4723,595,106,2020-06-13
北马其顿,3701,1694,171,2020-06-13
喀麦隆,8681,4836,215,2020-06-13
卡塔尔,78416,55252,70,2020-06-13
中非共和国,2044,360,7,2020-06-13
马达加斯加,1203,296,10,2020-06-13
丹麦,12099,9643,594,2020-06-13
马约特,2240,0,28,2020-06-13
尼加拉瓜,1655,0,55,2020-06-13
加蓬,3463,1024,23,2020-06-13
澳大利亚,7290,6783,102,2020-06-13
希腊,3088,1473,183,2020-06-13
巴拉圭,1230,198,11,2020-06-13
赤道几内亚,1043,165,12,2020-06-13
索马里,2513,532,85,2020-06-13
奥地利,16970,14951,675,2020-06-13
古巴,2219,525,84,2020-06-13
刚果（布）,745,179,25,2020-06-13
马拉维,481,55,4,2020-06-13
吉布提,4398,2260,37,2020-06-13
佛得角,657,266,6,2020-06-13
几内亚,4426,3106,24,2020-06-13
黑山,324,315,9,2020-06-13
克罗地亚,2249,2027,106,2020-06-13
塔吉克斯坦,4834,2491,49,2020-06-13
贝宁,390,62,5,2020-06-13
黎巴嫩,1402,832,31,2020-06-13
南苏丹,1670,48,24,2020-06-13
莫桑比克,489,138,2,2020-06-13
纳米比亚,31,3,0,2020-06-13
乍得,848,0,72,2020-06-13
马里,1722,948,97,2020-06-13
赞比亚共和国,1252,988,10,2020-06-13
牙买加,598,0,10,2020-06-13
斯威士兰,449,236,3,2020-06-13
也门共和国,636,31,140,2020-06-13
津巴布韦,332,46,4,2020-06-13
卢旺达,494,300,2,2020-06-13
斯里兰卡,1877,990,11,2020-06-13
圣马力诺,695,2,42,2020-06-13
利比里亚,410,85,31,2020-06-13
多哥,522,107,13,2020-06-13
留尼旺,487,0,1,2020-06-13
挪威,8594,7999,242,2020-06-13
塞拉利昂,1085,621,50,2020-06-13
爱尔兰,25238,22698,1703,2020-06-13
马尔代夫,1976,1010,8,2020-06-13
斯洛伐克,1541,1404,28,2020-06-13
博茨瓦纳,48,0,1,2020-06-13
约旦,890,663,9,2020-06-13
安道尔,852,472,51,2020-06-13
坦桑尼亚,509,167,21,2020-06-13
科摩罗,162,0,2,2020-06-13
马恩岛,336,0,24,2020-06-13
关岛,174,0,5,2020-06-13
马耳他,640,367,9,2020-06-13
泽西岛,313,0,30,2020-06-13
马来西亚,8445,7311,120,2020-06-13
布隆迪共和国,94,4,1,2020-06-13
苏里南,144,6,2,2020-06-13
突尼斯,1087,964,49,2020-06-13
马提尼克,202,0,14,2020-06-13
根西岛,252,0,13,2020-06-13
蒙古,194,24,0,2020-06-13
开曼群岛,180,0,2,2020-06-13
法罗群岛,187,0,0,2020-06-13
直布罗陀,176,0,1,2020-06-13
瓜德罗普岛,164,0,14,2020-06-13
布基纳法索,891,655,53,2020-06-13
百慕大,141,0,9,2020-06-13
冰岛,1807,1755,10,2020-06-13
乌干达,808,79,0,2020-06-13
特立尼达和多巴哥,117,0,8,2020-06-13
缅甸,261,130,6,2020-06-13
越南,332,267,0,2020-06-13
巴哈马,103,0,11,2020-06-13
阿鲁巴,101,0,3,2020-06-13
巴巴多斯,96,0,7,2020-06-13
不丹,62,0,0,2020-06-13
冈比亚,28,2,1,2020-06-13
柬埔寨,126,122,0,2020-06-13
伯利兹,20,0,2,2020-06-13
圣文森特和格林纳丁斯,27,0,0,2020-06-13
北马里亚纳群岛联邦,30,0,2,2020-06-13
库拉索岛,22,0,1,2020-06-13
新喀里多尼亚,21,0,0,2020-06-13
文莱,141,131,2,2020-06-13
新西兰,1154,1347,22,2020-06-13
中国,90119,85118,4690,2020-06-14
美国,2075840,556606,115458,2020-06-14
巴西,850796,427610,42791,2020-06-14
印度,320922,162379,9195,2020-06-14
英国,295889,539,41698,2020-06-14
俄罗斯,528964,280050,6948,2020-06-14
孟加拉国,87520,18730,1171,2020-06-14
秘鲁,225132,111724,6498,2020-06-14
墨西哥,142690,104975,16872,2020-06-14
西班牙,243605,150376,27136,2020-06-14
巴基斯坦,141517,51735,2647,2020-06-14
阿根廷,30295,9083,815,2020-06-14
埃及,42980,11529,1484,2020-06-14
沙特阿拉伯,127541,84720,972,2020-06-14
菲律宾,25930,5954,1088,2020-06-14
印度尼西亚,38277,14531,2134,2020-06-14
荷兰,48461,11808,6053,2020-06-14
伊拉克,20209,8121,607,2020-06-14
加拿大,98410,59354,8107,2020-06-14
乌克兰,30506,12054,880,2020-06-14
哈萨克斯坦,16087,8345,70,2020-06-14
危地马拉,8561,0,334,2020-06-14
以色列,19008,15360,300,2020-06-14
伊朗,187427,148674,8837,2020-06-14
阿曼,23481,8454,104,2020-06-14
尼日利亚,15682,5101,407,2020-06-14
土耳其,176677,150087,4792,2020-06-14
阿富汗,24102,4201,451,2020-06-14
亚美尼亚,16667,6214,269,2020-06-14
罗马尼亚,21679,15635,1394,2020-06-14
科威特,35920,26759,296,2020-06-14
阿联酋,41990,26761,288,2020-06-14
阿塞拜疆,9570,5309,115,2020-06-14
波兰,29392,14226,1247,2020-06-14
白俄罗斯,53241,29111,303,2020-06-14
肯尼亚,3594,1221,100,2020-06-14
吉尔吉斯斯坦,2285,1791,27,2020-06-14
巴勒斯坦,669,377,5,2020-06-14
摩尔多瓦,11093,5240,395,2020-06-14
乌兹别克斯坦,4994,3874,19,2020-06-14
尼泊尔,5760,974,19,2020-06-14
萨尔瓦多,3481,0,68,2020-06-14
日本,17508,14406,927,2020-06-14
新加坡,40604,25877,26,2020-06-14
德国,186269,172200,8787,2020-06-14
捷克,9960,7219,329,2020-06-14
波黑,2950,2127,162,2020-06-14
保加利亚,3191,727,172,2020-06-14
苏丹,7007,2556,447,2020-06-14
巴林,17713,11109,36,2020-06-14
卢森堡,4055,3789,110,2020-06-14
加纳,11422,4156,51,2020-06-14
埃塞俄比亚,3345,545,57,2020-06-14
毛里塔尼亚,1682,311,83,2020-06-14
塞内加尔,5090,3344,60,2020-06-14
摩洛哥,8734,7725,212,2020-06-14
阿尔巴尼亚,1464,714,36,2020-06-14
瑞士,30980,28645,1676,2020-06-14
几内亚比绍,1460,153,15,2020-06-14
韩国,12085,10718,277,2020-06-14
利比亚,409,58,6,2020-06-14
立陶宛,1756,1049,74,2020-06-14
拉脱维亚,1096,464,27,2020-06-14
爱沙尼亚,1970,1275,69,2020-06-14
匈牙利,4064,2476,559,2020-06-14
塞浦路斯,980,504,26,2020-06-14
圣多美和普林西比,611,135,12,2020-06-14
安哥拉,130,40,5,2020-06-14
叙利亚,164,41,6,2020-06-14
芬兰,7073,5800,325,2020-06-14
斯洛文尼亚,1509,1335,109,2020-06-14
尼日尔,978,734,65,2020-06-14
格鲁吉亚,851,634,13,2020-06-14
圭亚那,1043,27,12,2020-06-14
泰国,3134,2973,58,2020-06-14
美属维尔京群岛,72,0,6,2020-06-14
钻石公主号邮轮,712,574,13,2020-06-14
乌拉圭,847,698,23,2020-06-14
毛里求斯,337,325,10,2020-06-14
南非,65736,36850,1423,2020-06-14
哥伦比亚,48746,19426,1592,2020-06-14
瑞典,51614,4971,4874,2020-06-14
法国,156813,72808,29398,2020-06-14
厄瓜多尔,45778,4000,3828,2020-06-14
玻利维亚,16929,159,559,2020-06-14
比利时,60029,16547,9655,2020-06-14
巴拿马,20059,13759,429,2020-06-14
多米尼加,22008,11919,568,2020-06-14
洪都拉斯,7669,0,294,2020-06-14
智利,167355,44946,3101,2020-06-14
葡萄牙,36180,20995,1505,2020-06-14
意大利,236651,174865,34301,2020-06-14
波多黎各,5536,0,146,2020-06-14
塞尔维亚,13577,12260,284,2020-06-14
委内瑞拉,2814,0,23,2020-06-14
哥斯达黎加,1538,0,12,2020-06-14
法属圭亚那,1043,0,2,2020-06-14
科特迪瓦,4684,2045,45,2020-06-14
海地,3941,0,64,2020-06-14
阿尔及利亚,10810,7420,760,2020-06-14
刚果（金）,4777,600,107,2020-06-14
北马其顿,3895,1705,179,2020-06-14
喀麦隆,8743,4836,270,2020-06-14
卡塔尔,79602,56898,73,2020-06-14
中非共和国,2057,360,7,2020-06-14
马达加斯加,1252,362,10,2020-06-14
丹麦,12193,9643,597,2020-06-14
马约特,2268,0,28,2020-06-14
尼加拉瓜,1655,0,55,2020-06-14
加蓬,3463,1024,23,2020-06-14
澳大利亚,7320,6838,102,2020-06-14
希腊,3108,1473,183,2020-06-14
巴拉圭,1254,198,11,2020-06-14
赤道几内亚,1664,515,32,2020-06-14
索马里,2579,559,87,2020-06-14
奥地利,16994,14951,675,2020-06-14
古巴,2233,525,84,2020-06-14
刚果（布）,745,179,25,2020-06-14
马拉维,529,68,5,2020-06-14
吉布提,4441,2260,38,2020-06-14
佛得角,697,266,6,2020-06-14
几内亚,4484,3213,32,2020-06-14
黑山,324,315,9,2020-06-14
克罗地亚,2249,2027,107,2020-06-14
塔吉克斯坦,4902,2491,49,2020-06-14
贝宁,412,62,6,2020-06-14
黎巴嫩,1422,832,31,2020-06-14
南苏丹,1670,48,24,2020-06-14
莫桑比克,553,151,2,2020-06-14
乍得,848,0,72,2020-06-14
马里,2579,948,101,2020-06-14
赞比亚共和国,1357,1114,10,2020-06-14
牙买加,611,0,10,2020-06-14
斯威士兰,472,236,3,2020-06-14
也门共和国,709,42,161,2020-06-14
津巴布韦,343,46,4,2020-06-14
卢旺达,541,332,2,2020-06-14
斯里兰卡,1880,990,11,2020-06-14
圣马力诺,695,2,42,2020-06-14
利比里亚,421,85,32,2020-06-14
多哥,524,107,13,2020-06-14
留尼旺,488,0,1,2020-06-14
挪威,8606,7999,242,2020-06-14
塞拉利昂,1103,621,51,2020-06-14
爱尔兰,25295,22698,1705,2020-06-14
马尔代夫,2003,1010,8,2020-06-14
斯洛伐克,1542,1404,28,2020-06-14
博茨瓦纳,60,0,1,2020-06-14
约旦,953,678,9,2020-06-14
安道尔,853,472,51,2020-06-14
坦桑尼亚,509,167,21,2020-06-14
科摩罗,163,0,2,2020-06-14
马恩岛,336,0,24,2020-06-14
关岛,176,0,5,2020-06-14
马耳他,645,367,9,2020-06-14
泽西岛,313,0,30,2020-06-14
马来西亚,8445,7311,120,2020-06-14
布隆迪共和国,94,4,1,2020-06-14
苏里南,168,6,2,2020-06-14
突尼斯,1093,964,49,2020-06-14
马提尼克,202,0,14,2020-06-14
根西岛,252,0,13,2020-06-14
蒙古,197,24,0,2020-06-14
开曼群岛,186,0,2,2020-06-14
法罗群岛,187,0,0,2020-06-14
直布罗陀,176,0,1,2020-06-14
瓜德罗普岛,171,0,14,2020-06-14
布基纳法索,892,655,53,2020-06-14
百慕大,141,0,9,2020-06-14
冰岛,1807,1755,10,2020-06-14
乌干达,808,79,0,2020-06-14
特立尼达和多巴哥,117,0,8,2020-06-14
缅甸,261,130,6,2020-06-14
越南,332,267,0,2020-06-14
巴哈马,103,0,11,2020-06-14
阿鲁巴,101,0,3,2020-06-14
巴巴多斯,96,0,7,2020-06-14
不丹,62,0,0,2020-06-14
柬埔寨,126,122,0,2020-06-14
伯利兹,20,0,2,2020-06-14
北马里亚纳群岛联邦,30,0,2,2020-06-14
库拉索岛,22,0,1,2020-06-14
新喀里多尼亚,21,0,0,2020-06-14
多米尼克,18,0,0,2020-06-14
文莱,141,131,2,2020-06-14
新西兰,1154,1347,22,2020-06-14
中国,89740,84643,4694,2020-06-15
美国,2095043,561816,115755,2020-06-15
巴西,869956,437512,43396,2020-06-15
印度,332424,169798,9520,2020-06-15
英国,295889,539,41698,2020-06-15
俄罗斯,537210,284539,7091,2020-06-15
孟加拉国,90619,18731,1209,2020-06-15
秘鲁,229736,115579,6688,2020-06-15
墨西哥,146837,108110,17141,2020-06-15
西班牙,243928,150376,27136,2020-06-15
巴基斯坦,144478,53721,2729,2020-06-15
阿根廷,31577,9083,833,2020-06-15
埃及,44598,11931,1575,2020-06-15
沙特阿拉伯,132048,87890,1011,2020-06-15
菲律宾,26420,6252,1098,2020-06-15
印度尼西亚,39294,15123,2198,2020-06-15
荷兰,48948,11808,6065,2020-06-15
伊拉克,20209,8121,607,2020-06-15
加拿大,98787,60272,8146,2020-06-15
乌克兰,31154,12054,889,2020-06-15
哈萨克斯坦,16087,8345,73,2020-06-15
危地马拉,8982,0,351,2020-06-15
以色列,19121,15389,300,2020-06-15
伊朗,189876,150590,8950,2020-06-15
阿曼,24524,9533,108,2020-06-15
尼日利亚,16085,5220,420,2020-06-15
土耳其,178239,151417,4807,2020-06-15
阿富汗,24766,4201,471,2020-06-15
亚美尼亚,17064,6276,285,2020-06-15
罗马尼亚,21999,15719,1410,2020-06-15
科威特,36431,27531,298,2020-06-15
阿联酋,42294,27462,289,2020-06-15
阿塞拜疆,9957,5583,119,2020-06-15
波兰,29788,14383,1256,2020-06-15
白俄罗斯,53973,30103,308,2020-06-15
肯尼亚,3727,1286,104,2020-06-15
吉尔吉斯斯坦,2285,1791,27,2020-06-15
巴勒斯坦,673,377,5,2020-06-15
摩尔多瓦,11459,5240,399,2020-06-15
乌兹别克斯坦,4994,3874,19,2020-06-15
尼泊尔,6211,1041,19,2020-06-15
萨尔瓦多,3603,0,72,2020-06-15
日本,17529,14406,927,2020-06-15
新加坡,40818,25877,26,2020-06-15
德国,186461,172600,8791,2020-06-15
捷克,9999,7219,329,2020-06-15
波黑,2995,2141,162,2020-06-15
保加利亚,3266,727,172,2020-06-15
苏丹,7007,2556,447,2020-06-15
巴林,18544,13197,45,2020-06-15
卢森堡,4063,3789,110,2020-06-15
加纳,11964,4258,54,2020-06-15
埃塞俄比亚,3521,620,60,2020-06-15
毛里塔尼亚,1783,332,87,2020-06-15
塞内加尔,5173,3424,64,2020-06-15
摩洛哥,8838,7779,212,2020-06-15
阿尔巴尼亚,1521,714,36,2020-06-15
瑞士,31049,28645,1676,2020-06-15
几内亚比绍,1460,153,15,2020-06-15
韩国,12121,10730,277,2020-06-15
利比亚,418,58,8,2020-06-15
立陶宛,1763,1049,75,2020-06-15
拉脱维亚,1097,464,28,2020-06-15
爱沙尼亚,1973,1275,69,2020-06-15
匈牙利,4076,2485,563,2020-06-15
塞浦路斯,980,504,26,2020-06-15
圣多美和普林西比,611,135,12,2020-06-15
安哥拉,138,40,6,2020-06-15
叙利亚,170,41,6,2020-06-15
芬兰,7087,5800,325,2020-06-15
斯洛文尼亚,1509,1335,109,2020-06-15
尼日尔,978,734,65,2020-06-15
格鲁吉亚,879,704,14,2020-06-15
圭亚那,1161,27,12,2020-06-15
泰国,3135,2973,58,2020-06-15
美属维尔京群岛,72,0,6,2020-06-15
钻石公主号邮轮,712,574,13,2020-06-15
乌拉圭,847,698,23,2020-06-15
毛里求斯,337,325,10,2020-06-15
南非,70038,386531,1480,2020-06-15
哥伦比亚,50939,19822,1667,2020-06-15
瑞典,51614,4971,4874,2020-06-15
法国,157220,72859,29407,2020-06-15
厄瓜多尔,46751,4600,3896,2020-06-15
玻利维亚,16929,159,559,2020-06-15
比利时,60100,16610,9661,2020-06-15
巴拿马,20059,13759,429,2020-06-15
多米尼加,22572,11919,577,2020-06-15
洪都拉斯,8132,0,306,2020-06-15
智利,179436,44946,3362,2020-06-15
葡萄牙,36690,20995,1517,2020-06-15
意大利,236989,176370,34345,2020-06-15
波多黎各,5690,0,146,2020-06-15
塞尔维亚,13853,12260,288,2020-06-15
委内瑞拉,2879,0,23,2020-06-15
哥斯达黎加,1612,0,12,2020-06-15
法属圭亚那,1161,0,2,2020-06-15
科特迪瓦,4848,2045,45,2020-06-15
海地,3941,0,64,2020-06-15
阿尔及利亚,10919,7606,767,2020-06-15
刚果（金）,4836,613,112,2020-06-15
北马其顿,4057,1710,188,2020-06-15
喀麦隆,9864,5570,276,2020-06-15
卡塔尔,80876,58681,76,2020-06-15
中非共和国,2222,369,7,2020-06-15
马达加斯加,1252,362,10,2020-06-15
丹麦,12193,9643,597,2020-06-15
马约特,2282,0,29,2020-06-15
尼加拉瓜,1655,0,55,2020-06-15
加蓬,3463,1024,23,2020-06-15
澳大利亚,7335,6851,102,2020-06-15
希腊,3112,1473,183,2020-06-15
巴拉圭,1261,198,11,2020-06-15
赤道几内亚,1664,515,32,2020-06-15
索马里,2579,559,87,2020-06-15
奥地利,17014,14951,677,2020-06-15
古巴,2238,525,84,2020-06-15
刚果（布）,779,179,25,2020-06-15
马拉维,529,68,5,2020-06-15
吉布提,4449,2260,41,2020-06-15
佛得角,726,266,6,2020-06-15
几内亚,4534,3234,25,2020-06-15
黑山,324,315,9,2020-06-15
克罗地亚,2251,2027,107,2020-06-15
塔吉克斯坦,4971,2491,50,2020-06-15
贝宁,442,228,6,2020-06-15
黎巴嫩,1464,875,32,2020-06-15
南苏丹,1755,58,30,2020-06-15
莫桑比克,583,151,3,2020-06-15
纳米比亚,32,3,0,2020-06-15
乍得,848,0,72,2020-06-15
马里,2579,948,104,2020-06-15
赞比亚共和国,1357,1114,10,2020-06-15
牙买加,614,0,10,2020-06-15
斯威士兰,486,236,3,2020-06-15
也门共和国,732,56,165,2020-06-15
津巴布韦,383,54,4,2020-06-15
卢旺达,582,332,2,2020-06-15
斯里兰卡,1884,990,11,2020-06-15
圣马力诺,695,2,42,2020-06-15
利比里亚,446,85,32,2020-06-15
多哥,525,107,13,2020-06-15
留尼旺,489,0,1,2020-06-15
挪威,8606,7999,242,2020-06-15
塞拉利昂,1132,621,51,2020-06-15
爱尔兰,25295,22698,1705,2020-06-15
马尔代夫,2035,1311,8,2020-06-15
斯洛伐克,1545,1404,28,2020-06-15
博茨瓦纳,60,0,1,2020-06-15
约旦,953,678,9,2020-06-15
安道尔,853,472,51,2020-06-15
坦桑尼亚,509,167,21,2020-06-15
科摩罗,176,0,2,2020-06-15
马恩岛,336,0,24,2020-06-15
关岛,177,0,5,2020-06-15
马耳他,646,367,9,2020-06-15
泽西岛,313,0,30,2020-06-15
马来西亚,8494,7400,120,2020-06-15
布隆迪共和国,94,4,1,2020-06-15
苏里南,187,6,3,2020-06-15
突尼斯,1094,964,49,2020-06-15
马提尼克,202,0,14,2020-06-15
根西岛,252,0,13,2020-06-15
蒙古,197,24,0,2020-06-15
开曼群岛,187,0,2,2020-06-15
厄立特里亚,65,39,0,2020-06-15
法罗群岛,187,0,0,2020-06-15
直布罗陀,176,0,1,2020-06-15
瓜德罗普岛,171,0,14,2020-06-15
布基纳法索,892,655,53,2020-06-15
百慕大,142,0,9,2020-06-15
冰岛,1808,1755,10,2020-06-15
乌干达,823,79,0,2020-06-15
特立尼达和多巴哥,117,0,8,2020-06-15
缅甸,261,130,6,2020-06-15
越南,334,267,0,2020-06-15
巴哈马,103,0,11,2020-06-15
阿鲁巴,101,0,3,2020-06-15
巴巴多斯,96,0,7,2020-06-15
不丹,66,0,0,2020-06-15
安提瓜和巴布达,26,0,3,2020-06-15
柬埔寨,126,122,0,2020-06-15
伯利兹,20,0,2,2020-06-15
库拉索岛,22,0,1,2020-06-15
多米尼克,18,0,0,2020-06-15
文莱,141,131,2,2020-06-15
新西兰,1154,1347,22,2020-06-15
中国,91301,86120,4693,2020-06-16
美国,2114180,576334,116130,2020-06-16
巴西,891896,453568,44148,2020-06-16
印度,343091,180013,9900,2020-06-16
英国,296857,539,41736,2020-06-16
俄罗斯,545458,294306,7284,2020-06-16
孟加拉国,94481,36264,1262,2020-06-16
秘鲁,232992,119409,6860,2020-06-16
墨西哥,150264,113006,17580,2020-06-16
西班牙,244109,150376,27136,2020-06-16
巴基斯坦,148921,56390,2839,2020-06-16
阿根廷,32758,9083,855,2020-06-16
埃及,46289,12329,1672,2020-06-16
沙特阿拉伯,136315,89540,1052,2020-06-16
菲律宾,26781,6552,1103,2020-06-16
印度尼西亚,40400,15705,2231,2020-06-16
荷兰,49087,11808,6070,2020-06-16
伊拉克,21315,9271,652,2020-06-16
加拿大,99147,61042,8175,2020-06-16
乌克兰,31810,12054,901,2020-06-16
哈萨克斯坦,16087,8345,77,2020-06-16
危地马拉,9491,0,367,2020-06-16
以色列,19338,15438,302,2020-06-16
伊朗,192439,152675,9065,2020-06-16
阿曼,25269,11089,114,2020-06-16
尼日利亚,16658,5349,424,2020-06-16
土耳其,179831,152364,4825,2020-06-16
阿富汗,25527,5090,478,2020-06-16
亚美尼亚,17489,6571,293,2020-06-16
罗马尼亚,22415,16071,1437,2020-06-16
科威特,36958,28206,303,2020-06-16
阿联酋,42982,28861,293,2020-06-16
阿塞拜疆,10324,5739,122,2020-06-16
波兰,30195,14654,1272,2020-06-16
白俄罗斯,54680,30420,312,2020-06-16
肯尼亚,3860,1326,105,2020-06-16
吉尔吉斯斯坦,2472,1847,28,2020-06-16
巴勒斯坦,676,377,5,2020-06-16
摩尔多瓦,11740,5240,406,2020-06-16
乌兹别克斯坦,5103,3874,19,2020-06-16
尼泊尔,6211,1041,19,2020-06-16
萨尔瓦多,3720,0,72,2020-06-16
日本,17601,14406,929,2020-06-16
新加坡,40969,25877,26,2020-06-16
德国,186839,173100,8800,2020-06-16
捷克,10044,7259,330,2020-06-16
波黑,3076,2141,163,2020-06-16
保加利亚,3290,727,174,2020-06-16
苏丹,7435,2720,468,2020-06-16
巴林,19013,13267,47,2020-06-16
卢森堡,4070,3789,110,2020-06-16
加纳,11964,4258,54,2020-06-16
埃塞俄比亚,3630,738,61,2020-06-16
毛里塔尼亚,1887,360,91,2020-06-16
塞内加尔,5173,3424,64,2020-06-16
摩洛哥,8921,7880,212,2020-06-16
阿尔巴尼亚,1590,714,36,2020-06-16
瑞士,31064,28845,1677,2020-06-16
几内亚比绍,1492,153,15,2020-06-16
韩国,12155,10760,278,2020-06-16
利比亚,418,58,8,2020-06-16
立陶宛,1768,1049,75,2020-06-16
拉脱维亚,1097,464,28,2020-06-16
爱沙尼亚,1973,1275,69,2020-06-16
匈牙利,4076,2485,563,2020-06-16
塞浦路斯,983,504,26,2020-06-16
圣多美和普林西比,611,135,12,2020-06-16
安哥拉,140,40,6,2020-06-16
叙利亚,177,41,6,2020-06-16
芬兰,7108,5800,326,2020-06-16
斯洛文尼亚,1509,1335,109,2020-06-16
尼日尔,980,734,66,2020-06-16
格鲁吉亚,879,704,14,2020-06-16
圭亚那,1255,27,12,2020-06-16
泰国,3135,2973,58,2020-06-16
美属维尔京群岛,72,0,6,2020-06-16
钻石公主号邮轮,712,574,13,2020-06-16
乌拉圭,847,698,23,2020-06-16
毛里求斯,337,325,10,2020-06-16
南非,73533,39867,1568,2020-06-16
哥伦比亚,53063,19952,1726,2020-06-16
瑞典,53323,4971,4952,2020-06-16
法国,157372,73044,29436,2020-06-16
厄瓜多尔,46751,4600,3896,2020-06-16
玻利维亚,17842,159,585,2020-06-16
比利时,60155,16625,9663,2020-06-16
巴拿马,20059,13759,429,2020-06-16
多米尼加,22962,11919,592,2020-06-16
洪都拉斯,8455,0,310,2020-06-16
智利,179436,44946,3362,2020-06-16
葡萄牙,36690,20995,1517,2020-06-16
意大利,237290,177010,34371,2020-06-16
波多黎各,5811,0,147,2020-06-16
塞尔维亚,14041,12311,289,2020-06-16
委内瑞拉,2904,0,24,2020-06-16
哥斯达黎加,1662,0,12,2020-06-16
法属圭亚那,1255,0,3,2020-06-16
科特迪瓦,5084,2045,45,2020-06-16
海地,4165,0,70,2020-06-16
